,id,label,gold_similarity
868,3041,105,0.13369719693348617
869,3043,105,0.2302319619994981
870,3051,1926,0.09876622745496771
871,3056,105,0.2676872940300524
872,3063,105,0.24938354722029776
873,3065,105,0.33206275272166297
874,3066,105,0.07855730356280032
875,3071,105,0.20511406757882222
876,3074,105,0.03285584282240885
877,3077,2012,0.3353769977435051
878,3078,105,0.24261514044417204
879,3078,602,0.31440994123928845
880,3079,2012,0.13028260223777519
881,3082,602,0.2934459678150652
882,3086,105,0.3583433313436961
883,3088,100,0.06719263024709093
884,3089,105,0.17704641511496083
885,3092,105,0.14327137526913225
886,3095,2012,0.147818842775708
887,3096,1610,0.14746607542876422
888,3097,105,0.21858554397161647
889,3097,301,0.2216686597424551
890,3103,705,0.17695674304786604
891,3104,105,0.2652999894306853
892,3107,2012,0.21072911077026066
893,3109,105,0.2054381222206922
894,3109,1209,0.35759372227990033
895,3111,1926,0.24670163314102947
896,3113,2012,0.05296063368128227
897,3123,705,0.17570517890905366
898,3128,105,0.2809925685264486
899,3134,105,0.15883445837436833
900,3136,2012,0.15459616355793562
901,3145,105,0.30806428907481465
902,3149,105,0.11186022497310316
903,3149,705,0.27449478049978193
904,3156,2012,0.2268264019017353
905,3157,1300,0.09359329245483283
906,3160,1610,0.10803932697125093
907,3168,105,0.3004566084217836
908,3169,105,0.13325421797301407
909,3171,2012,0.07405500852343631
910,3172,1926,0.005510262805207778
911,3177,1610,0.1841126835983912
912,3178,105,0.30484854455214977
913,3179,2012,0.11906270545923124
914,3183,705,0.2785685646625818
915,3187,2012,0.09490887958059985
916,3190,2012,0.06172454521886922
917,3193,1209,0.3083040767929257
918,3195,301,0.24418579726417347
919,3199,2012,0.11636201453351733
920,3205,105,0.10662770207961511
921,3205,2012,0.08612671257404403
922,3206,602,0.11593343997387624
923,3206,301,0.10788378445671698
924,3217,105,0.3901845053015243
925,3227,105,0.3030416834939849
926,3227,2012,0.24061461977245738
927,3232,1926,0.1510652206470103
928,3233,2012,0.23710898316618523
929,3234,105,0.13574593099750049
930,3238,705,0.07989093927443086
931,3241,105,0.21766359562486612
932,3241,1303,0.4060030771989917
933,3242,105,0.28886328323696125
934,3245,105,0.28271542216933143
935,3246,105,0.11534960689100014
936,3246,301,0.19602695225605077
937,3249,202,0.040647767730083474
938,3253,1303,0.1851801843370859
939,3255,100,0.12101622347276128
940,3272,105,0.2701742859828426
941,3272,602,0.34858391723740856
942,3273,105,0.13765554062379481
943,3276,2012,0.22201132781728466
944,3277,602,0.2677552684939999
945,3278,2012,0.1874137603345431
946,3284,105,0.18981378933864398
947,3284,301,0.35424344141210967
948,3285,301,0.2832541744446342
949,3289,105,0.19025293814348396
950,3297,2012,0.15634397518625232
951,3298,2012,0.21289761682330843
952,3301,1803,0.24907765509440044
953,3305,105,0.30513739278056634
954,3308,105,0.18581675758795485
955,3308,301,0.2616410140022918
956,3315,705,0.2720738735455565
957,3316,105,0.2786193858682324
958,3319,105,0.13748932828998614
959,3337,105,0.13673956404137813
960,3338,105,0.030178642898565377
961,3340,105,0.24455230791733035
962,3344,2012,0.223711012317821
963,3347,1608,0.09402945537908838
964,3347,1926,0.15177645530795203
965,3348,100,0.05885516740711402
966,3349,105,0.24048674016762175
967,3349,2012,0.13640827176681108
968,3350,2012,0.10560275444415966
969,3357,105,0.2711121718534735
970,3357,1303,0.2818687140122261
971,3358,2012,0.19072955060527993
972,3359,202,0.17431215482424084
973,3363,1610,0.2436350053899065
974,3370,105,0.15145159975927514
975,3370,2012,0.1067240551787147
976,3374,301,0.20653106144318753
977,3375,2012,0.05486342222411132
978,3386,705,0.13864428235808626
979,3402,602,0.10658649256067475
980,3409,301,0.3874420518347853
981,3410,2012,0.0586127652754843
982,3412,1610,0.13565187871956136
983,3412,1926,0.0458126308075693
984,3426,105,0.17160040099145066
985,3428,105,0.1374826997100224
986,3429,105,0.13124976819321263
987,3431,105,0.2075115146039377
988,3437,1926,0.15329873450160683
989,3440,105,0.13579746356987402
990,3440,602,0.09849173644896349
991,3441,1926,0.18692065326971577
992,3443,301,0.22364137696353523
993,3445,1608,0.18980719547147856
994,3445,1610,0.1368565091559692
995,3446,602,0.27993796476679494
996,3450,105,0.18281665120993607
997,3451,2012,0.06873449714235161
998,3454,2000,0.12980111983303702
999,3458,2000,0.1262783974074781
1000,3461,105,0.11836282989838047
1001,3462,301,0.24188681041640314
1002,3465,2012,0.23633510670281893
1003,3476,1627,0.11711681035494426
1004,3480,105,0.17227736794078602
1005,3480,1303,0.1364702099812458
1006,3481,301,0.17243436613069868
1007,3485,105,0.25720676969909295
1008,3485,301,0.25824412666978463
1009,3487,602,0.36829869623417266
1010,3488,1610,0.4598862148511762
1011,3488,1926,0.17723623518300885
1012,3500,105,0.10492809074550094
1013,3501,105,0.21005333387169164
1014,3503,1803,0.2668061014705751
1015,3504,105,0.11725752451376854
1016,3504,705,0.15909973456244245
1017,3509,202,0.3029772100532384
1018,3510,105,0.18607058673557436
1019,3512,1803,0.21583782461995282
1020,3518,105,0.12030463910268002
1021,3520,100,0.21496739602358989
1022,3520,1300,0.1283934791227391
1023,3522,1803,0.26882335611607505
1024,3529,105,0.23478718520319475
1025,3529,705,0.30679535689998216
1026,3530,1608,0.3793996286331952
1027,3530,1610,0.24157089918237662
1028,3532,1803,0.21616482930047415
1029,3534,105,0.15014952705899512
1030,3534,705,0.18163129353409907
1031,3538,105,0.17990701515227384
1032,3538,301,0.2366382763040327
1033,3539,105,0.16990745342688193
1034,3548,1209,0.1104541284566324
1035,3549,2012,0.241040343594253
1036,3552,105,0.12802845535559942
1037,3553,2012,0.31579477382601245
1038,3573,105,0.1389531164618904
1039,3573,602,0.2072552185838018
1040,3576,100,0.054773598461650364
1041,3578,105,0.392182300569405
1042,3581,105,0.13917201526483497
1043,3581,1926,0.09683062194525602
1044,3582,2012,0.02961298459290606
1045,3585,105,0.06669584454857094
1046,3591,200,0.03464167922906525
1047,3595,2012,0.12976945518322286
1048,3598,105,0.23080469585057029
1049,3601,105,0.2538191249935735
1050,3613,202,0.14831492432657628
1051,3614,1803,0.14342323554933828
1052,3618,705,0.33239804390434885
1053,3620,2012,0.2169058761101713
1054,3623,2012,0.2135193371140609
1055,3632,301,0.17097328300899256
1056,3635,2012,0.05697163645169895
1057,3636,2000,0.08644310569720928
1058,3636,100,0.09182626146889648
1059,3640,105,0.43470427279956975
1060,3644,1300,0.12007132329640963
1061,3645,105,0.07224657339231182
1062,3645,202,0.029818234578873795
1063,3652,105,0.31634775701862383
1064,3653,301,0.25839302036739487
1065,3655,105,0.07670208649927865
1066,3656,105,0.24816800368497288
1067,3656,301,0.1628643836437345
1068,3660,105,0.13888696826425403
1069,3660,301,0.18335812355050557
1070,3661,105,0.2881133997451454
1071,3662,105,0.1696764450428989
1072,3664,105,0.13940616782376233
1073,3666,105,0.3093734776724801
1074,3666,301,0.4439386267078935
1075,3667,105,0.20863378184654843
1076,3668,105,0.2406947703153314
1077,3674,2012,0.26363458587838706
1078,3677,602,0.17969815327257513
1079,3678,2012,0.12647535666794352
1080,3680,105,0.16159617377568983
1081,3680,301,0.22279755272066923
1082,3683,105,0.2805485768922621
1083,3683,301,0.27760317307352256
