,id,reasoning,supercategories,claim_labels,watch_labels,text
296,1030,"The text discusses the desire for a second Brexit referendum and the right of Scotland to decide its own future, including the possibility of independence.  There are mentions of the EU and the democratic process.","[1900, 2000]","[1900, 1910, 2000, 2001]",[2001],"Well, I support a second Brexit referendum, because I actually think everybody in the UK should have the chance to escape the mess. But fundamentally, it's for Scotland to decide our own future, because it's not right. And perhaps you can explain why you think it's right for Scotland to face exit from the EU when we overwhelmingly voted against that. I respect the fact that people here don't support independence. That's legitimate to oppose it. But what's not legitimate is to deny the people of Scotland the right to be in charge of that decision. That's a basic issue of democracy, surely."
297,1033,"The excerpt discusses a ""diverted profits tax"" and mentions Ed Miliband's opposition to spending cuts and his support for tax increases. This points to discussions about taxation and government spending. There's also a mention of ""cut your pay"" which implies a discussion about labor and employment.","[100, 500]","[100, 107, 500, 503]",[503],"Just this week, we've introduced a diverted profits tax to go after these companies that make money in Britain and don't pay tax in Britain. But here's what Ed Miliband isn't telling you. Because he doesn't support any of the spending reductions and efficiencies we've had to make, he wants to make a very big cut. He wants to put up taxes and cut your pay, going into your monthly pay slip at the end of the month and taking your money out because he thinks he can spend that money better than you. That would be a great mistake for our country."
298,1034,"The text discusses the funding of the armed forces, specifically mentioning a nuclear deterrent and the need for conventional deterrence and peacekeeping. There is also a mention of social issues faced by veterans.","[1600, 1300]","[1300, 1304, 1600, 1603, 1610]","[1304, 1603]","and it certainly wasn't a day for a Prime Minister to decide, as Stephen said, that his priority should be to fight for his own political future. We have a proud record in Wales of sending young men and women to the armed forces and we need to make sure that the armed forces are properly funded for conventional deterrence and peacekeeping and we need to look after those young people when they leave the armed forces with so many problems in housing and mental health issues and so on. But we don't build that resilient conventional force by spending 200 billion pounds on a new nuclear deterrent."
299,1035,"The text discusses the Labour party's manifesto, which promises to create jobs and tackle climate change through a ""green industrial revolution.""  There are mentions of the economy, job creation, and taxation (implied by the mention of a costed manifesto). There is also a reference to the Conservative party's policies and a comparison to the economic situation under Thatcher.",[100],"[100, 101, 105]",[101],"Well, our manifesto, unlike the Conservative manifesto, is properly and fully costed. It's there online for everyone to see. We're one of the richest countries in the world. And in terms of jobs, we deserve better, and our people deserve better, than the low-paid, low-wage, insecure employment they've got. And that's one of the reasons that our green industrial revolution will not only tackle climate change, it will create a million new jobs, a million well-paid skilled manufacturing jobs to replace some of those well-paid manufacturing jobs that have been exported and lost since Thatcher came to power in 1979. I think we can do so much better as a country in terms of the economy and the quality of jobs in our country."
300,1037,"The excerpt discusses cutting spending on schools, which falls under the category of national budget and public spending (105). It also mentions making society fairer, which could be related to civil rights (200).

```json","[100, 200]","[100, 105, 200, 201]",[201],"I remember vividly when your party wanted to cut spending for schools at the beginning of the last Parliament and I said no, because you don't make society fairer by cutting the money that goes to nurseries, colleges and schools."
301,1039,"The text explicitly discusses anti-Semitism and racism, making codes from the 200 and 201 categories applicable. There is also a mention of taxation, leading to the inclusion of code 107.

```json","[200, 100]","[100, 107, 200, 201]",[201],"There is no place for anti-Semitism anywhere in our society and certainly not in our party. Members have been suspended if they've committed any remarks that can be seen to be of an anti-Semitic nature. Those that have done that are suspended. We have a process that is independent of me within the party, which investigates these and makes a decision on it. I deplore racism in any form whatsoever. The way in which the Jewish people have suffered down the centuries, the Holocaust and all that went with it, was the most appalling stain in the history of mankind. And I believe we have to fight racism in any form, with every fibre of our being. A society that cannot challenge racism is a society that is heading for division. I will not tolerate it in our party or anywhere else."
302,1040,"The text discusses the Labour Party's past achievements (NHS, equality, Sure Start), their stance on anti-Semitism, and their plan to rebuild the country.  There are mentions of the current government's failures and a call for a Labour government to improve the situation.","[200, 300, 1300]","[200, 201, 300, 301, 1300, 1303]",[201],"On anti-Semitism, I spoke out in the Shadow Cabinet directly confronting Jeremy Corbyn. And to the voting public? I did. No, that's not right. I did. I was out on the airways also saying the same thing. You could vote with your feet rather than just, you know, going on to do the Today programme. Harry, we were trying to ensure that the day after Jeremy Corbyn, there was a Labour Party which we could pick up and change and put it back. The Labour Party has done incredible things. We set up the NHS. We've done incredible things on equality, Sure Start, that made a massive difference to people's lives. I'm proud of my party, and I knew there would be a day after where we needed to pick our party up, to say to the electorate in 2019, we got this wrong and rebuild. And we were all working to that end. I'm glad we had that opportunity because I genuinely think now at this election, you know, there is a choice. The Prime Minister was saying there's a choice. We've had 14 years now of chaos. of division and failure. And it's not going to change, because if you think their election campaign is anything other than chaos and division, it is characterising them. That isn't going to change. Or we can turn the page and start to rebuild our country with a Labour government. And the sooner, in my view, we can get on with that, the better for millions of people. I think most people, if you ask them the question, do you now feel better off than you were 14 years ago, most people would say no. Or, is the NHS better now than it was? Are our public services better than they were? Most people would say no to those questions. We have to turn this around."
303,1041,"The excerpt discusses a peace process in Northern Ireland, which is a topic related to international affairs and specifically, the historical context of Northern Ireland.",[1900],"[1900, 1909]",[1909],"What I've done is always wanted to see a peace process in Northern Ireland, and that is exactly what we've got. And thank you to the Labour government that negotiated it after 1996. Now, gentlemen, briefly. Thank you."
304,1042,"The text primarily discusses housing policy and its connection to the economy, with a brief mention of immigration.  The speaker criticizes market-led housing policies and advocates for social rent and council housing.  There is a mention of private landlords profiting from the housing market, but no explicit discussion of immigration policy or its impact on the economy.","[1400, 100]","[100, 108, 1400, 1401]","[1401, 108]","I am going to leave the immigration debate till later. I look forward to that one. But I'm going to take up your beloved market, Nigel, of blaming immigration. But we have a market-led housing policy over the past decade or more that hasn't delivered homes. That's why we actually need to build homes for social rent, build council homes. That's the kind of solution we need to actually get genuinely affordable homes, allowing private landlords to keep stacking up enormous profits. They've actually made 1,400% profit. for private landlords since 1996. That's far more than you get from investing in new business, investing in productive parts of our economy. The whole way our housing market has worked has utterly skewed our economy. We need to change that away. We need to get back to those houses as homes, not financial assets."
305,1044,"The text discusses the need for increased spending on healthcare and education,  while also mentioning plans to cut waste and increase taxes. This points to discussions around national budget and taxation. There is also a mention of racial discrimination in the context of the ""standard of education and healthcare that matched that fact,"" suggesting a link to social welfare and racial equality.

```json","[100, 1300, 200]","[100, 105, 107, 200, 201, 1300, 1302]","[201, 1302]","Because I'm a practical man. and because I want to do what I believe is right for the country. Now, I think that we have to spend quite a lot of money in future on some of the important things, particularly hospitals and schools, because we are the fourth richest country in the world and it's about time we had a standard of education and a standard of healthcare that matched that fact. Now, in order to do that, I think we need to change the system. I think we need to trust doctors and nurses and trust teachers and not have all these targets, not have the command and control system that we have now in health and education, and we'd make changes to get real value for the taxpayers' money, but the money's needed as well. So we've put forward our plans, we've said, where we would identify the waste and cut it out, and the choice between for the country next week is this. £4 billion of tax cuts from the Conservatives, £10 or £11 billion of tax increases from Labour, which every independent expert said they'd need. That's a difference of about £1,000 for a typical family in the country, so it's a pretty sizeable amount."
306,1046,"The text discusses government spending on disability benefits and the party's commitment to supporting those in need. This falls under the category of social welfare and specifically mentions the welfare bill, indicating a discussion about public spending.",[1300],"[1300, 1304]",[1304],"That changes about political changes. On the direct point of payments to help people who are disabled, we are a party who will always support those in most need and the Welfare Bill for helping people on disabilities has gone up 7 billion in the past seven years and is now at 50 billion. We will always provide that safety net where it's needed."
307,1048,"The excerpt discusses the need for a skilled workforce, the impact of immigration on various sectors, and the need for a balanced approach to both domestic and international labor.  

The text explicitly mentions the need for investment in apprenticeships and skills programs, indicating a focus on domestic workforce development.  The mention of ""arbitrary salary thresholds"" and ""getting rid of ridiculous arbitrary targets"" points towards a critique of current immigration policies. The speaker also highlights the reliance on foreign workers in sectors like healthcare and social care, acknowledging their contribution while advocating for a more balanced approach.  

The reference to the economy ""flatlining"" suggests a connection to macroeconomic concerns.


```json","[100, 1300, 1900]","[100, 101, 1300, 1302, 1900, 1907, 1911]","[1907, 101, 1302, 1911]","This rhetoric around resources completely misses the point and it fans the flames of the very rhetoric that you have mentioned. Lady on the front row, I didn't catch your name, I'm sorry. Under our migration system, under the Conservatives, we have the worst of both worlds. We have sectors like the NHS, social care, hospitality, engineering, so many different sectors that simply cannot get the people they need with skills because there hasn't been an investment in this country in apprentices and skills programs. And at the same time, the government is also cutting the supply from abroad as well. So it's hardly any surprise that our economy is flatlining. So what we need to do is get rid of these ridiculous arbitrary targets, get rid of arbitrary salary thresholds. We need to invest in a proper skills strategy in this country. Liberal Democrats are the only party saying that we will have a higher minimum wage for care workers. More than 105,000 people came to this country to work in our care sector last year. We should welcome them and thank them for propping up our care system and for looking after our loved ones. But we should not be doing that. at the expense of investing in our own workforce. And it is possible to do both in a way where we can invest in our own domestic workforce, and then when we need to get different people in from abroad for different sectors, we can do that sector by sector, depending on what we need. And that avoids that kind of resource-driven rhetoric that fans the flames."
308,1050,"The excerpt discusses personal experiences with crime, proposes a victim's commissioner role, and criticizes government policies on policing and public spending.","[1200, 100]","[100, 105, 1200, 1206, 1207, 1209]","[1206, 1207]","Let's hear from Plaid Cymru and reenact yours. Talking about victims, that's what was at the heart of the question. I was attacked when I was about 13 or 14 by other teenagers. It left a deep scar on me for many years, actually. No knives involved, thankfully, but it didn't take away the fear in me at that time. And when the same thing happened to my son recently, I could feel his pain. On knife crime, we had the attack at a school in Ammanford in the south of Wales recently. Again, looking at the victims, Applied Cymru is talking about establishing a role of a victim's commissioner for Wales, because it's by listening to and hearing and acting on the fears and the wishes of victims that we build a better criminal justice system. On policing, by the way, and retention, It's like with teachers and nurses in many ways. What I think police women and men want to feel is to feel valued. And when you've gone through a process over the past 14 years of being told, we want fewer, police, public spending cuts slashes the numbers, then they gradually build it back up when they realize the errors of their ways. just undermines policing. Some of it's about pay, but some of it is about just feeling valued. But for us in Wales, of course, we need to get hold of powers over policing. Every bit of evidence suggests we should. Both the Conservatives and Labour ignore that."
309,1051,"The excerpt discusses principles of a manifesto, specifically focusing on fairness across generations and ensuring people don't have to sell their homes to cover care costs. This points to social welfare policies and potentially some aspects of healthcare.

```json",[1300],"[1300, 1304]",[1304],"No, we set out the principles in our manifesto, which are the ones that I've just set out in the answer, which is crucially that it's fair across the generations, that we enable people to have the knowledge and the comfort of knowing they won't have to sell their house in their lifetime to pay for their care bills."
310,1054,"The excerpt discusses immigration policy and the handling of illegal migrants. The speaker mentions sending illegal migrants back to their countries of origin and questions the opponent's stance on the issue. This points to discussions within the realm of 200 (Civil Rights) and potentially 1200 (Law, Crime, and Family Issues).","[200, 1200]","[200, 230, 1200, 1203]",[1203],"But if this was such a deterrent, why is it obviously, obviously not working? You spend all this time, when I first got this job, saying, call an election, call an election. And then when we call an election, you spend all your time saying, why did you call an election? I'm just curious. This is about the future. I can tell everyone what I'm going to do with illegal migrants who come to our country. They will be on planes, be sent away, because they shouldn't be here. What will you do with the illegal migrants that arrive to the UK? What will you do with them? You've had three weeks to think of an answer. What is it?"
311,1055,"The excerpt discusses plans for future policy action in several areas: Health Service, Education reform, Law and Order, the economy (science, technology, apprenticeship, vocational skills), and mentions the need to be elected for a third term.","[300, 600, 100, 1200]","[100, 105, 300, 301, 600, 602, 1200, 1205]",[1205],"Well I (laughs) Urm. (pause) It's not at the moment cos I still think we've got things to do. I'm not saying the, the irony of this job is that you're less popular as you go on, but in some ways you're better equipped to do the job. And I feel that, that we're just really poised on the Health Service, Education reform, a lot of the stuff we're doing on Law and Order. I think with the economy, there's a whole new series of things we've got to do about science, technology, apprenticeship, vocational skills and you know there's masses for me to do. And that's what gets you up in the morning. It's, it's recognising that whatever ghastly stuff is appearing from time to time in the media, you've still got the energy and the determination to do the job, and then I've limit on, my, my time doing it and then it's for somebody else to take on the batten and and and run with it. But I still feel there's things we've got to do and, and, and I think we can accelerate the change, drive it faster in, in this third term, but we've got to get elected first."
312,1056,"The excerpt discusses the current economic situation, mentioning inflation, wages, and taxes. It also contrasts the current government's policies with the opposition's proposed tax increases.",[100],"[100, 101, 105, 107]",[101],"I think it's slightly ironic, because from the moment I got this job, Keir Starmer was telling me, call an election, call an election. And now that we've called an election, he's saying, oh, no, don't have an election, because I don't want to tell you what I'm going to do. And this is the choice for everybody. The plan is working, of course I know. Everyone is only just starting to feel the benefits of it, but inflation is back to normal, wages are growing, taxes are now being cut. Keir Starmer would put all that progress at risk. He would put up everyone's taxes by £2,000. £2,000 in higher taxes for every working family in our country after all the hard work and sacrifice we've been through. That's not the right course of action. I don't know why you want to put up people's taxes."
313,1058,"The excerpt discusses the implications of EU membership on the movement of people between member states. This primarily falls under the category of International Affairs (1900) with a specific focus on the free movement of people within the EU (1910). There is also a mention of potential discrimination against British citizens in the EU, hinting at the possibility of 201 (Ethnic Minority and Racial Group Discrimination).


```json",[1900],"[200, 201, 1900, 1910]",[201],"But what happens is there are a million people from Britain who are in the European Union and staying in homes and staying in countries of the European Union. And there are a million people from the European Union who are in our country. That is what being part of the European Union is about. And there are many, many British citizens who want the chance to stay for a period of time in other countries in the European Union."
314,1063,"The excerpt discusses the upcoming election and contrasts the economic plans of Theresa May and Jeremy Corbyn.  It mentions ""cutting the deficit,"" ""stabilising the economy,"" and ""getting more people into employment,"" which are all related to macroeconomic policy.  It also mentions Corbyn's ""money tree wish list manifesto,"" suggesting a focus on increased spending.",[100],"[100, 101, 105]",[101],"In eight days, you have a vital choice to make about who you want to lead the country. Do you want Theresa May and her team? A team that has a plan, and it's one that doesn't duck the hard choices about living within our means, but is also a plan that will build on the success we have delivered. Success in cutting the deficit, stabilising the economy, getting more people into employment. It will build on our commitment to having a country that works for everyone. Now, there are seven of us here tonight, and I'm sure you will hear plenty of bluff, bravado, and tempty, shiny election promises. But the only question to consider is who should be in number 10 to steer Britain to a brighter future. Jeremy Corbyn, with his money tree wish list manifesto and no plan for Brexit, or Theresa May and her record of delivery with her clear plan for Brexit and the strong team behind her who can make sure the country gets to that brighter future. And next, it's Jeremy Corbyn."
315,1064,"The text discusses the Prime Minister's disconnect from the realities of ordinary people and businesses. It also mentions the importance of setting clear boundaries in negotiations. While there's talk of negotiations, there's no explicit mention of specific policies or economic measures.","[1900, 1200]","[1200, 1208, 1900, 1910]",[1208],"Yes, but I think it's very important when you start those negotiations, you're very clear the lines you won't cross. And I've just set out the lines that I won't cross. But I'm not a defeatist like the Prime Minister, and nor will I say to Julie... I won't insult Julie by saying, it's all fine, everything's working, everything's great. Part of the problem we have with this Prime Minister is that his lived world is millions of miles away from the lived worlds of individuals across the country, the businesses and the families that they're trying to support. There's a massive gap. That is a problem."
316,1069,"The text discusses the need for increased police funding and officers, specifically referencing a reduction in police numbers in Wales. It also touches on the need for preventative measures to address crime, violence, and radicalization.",[1200],"[1200, 1202, 1209, 1211]","[1202, 1211]","Absolutely, it is the case that I think resources are always part of the answer. In Wales, in contrast to Scotland, we've seen a 9% reduction in police officers. between 2010 and 2018, we need to reverse that. We're calling for 1,600 additional police officers. A preventative approach, absolutely. It is true, as I think it was the father of Damilola Taylor was saying, knife crime and violence has become normalised in our society, in the sense that we are almost desensitised to it now. And that says something, doesn't it, about where we are. And a preventative approach absolutely, ultimately, is the way to address this, because crime, criminality, radicalisation in the case of terrorism, it has multiple roots, and we have to address them at all of those levels."
317,1071,"The excerpt discusses social care costs and funding mechanisms, touching upon taxation and its impact on different income groups. It also mentions the Andrew Dilnot proposals, which likely relate to social care reform.","[100, 1300]","[100, 107, 1300, 1302]",[1302],"In our manifesto we said we weren't following the Andrew Dilnot proposals. We weren't going to follow those Andrew Dilnot proposals and there were two reasons why. The first is that those tended to protect people who were wealthier but didn't protect people who were on modest incomes and secondly it required payment out of taxation. And I actually think that if you're going to be fair across the generations, then we don't ask young people to be having their taxes increased in order to pay for the social care costs of people who may be sitting on a very significant value in their house."
318,1076,"The excerpt discusses a terrorist attack and its aftermath, touching upon public safety, security measures, and the role of the government.  There are mentions of police presence, the PREVENT program, and the EU's role in security information sharing.","[1200, 1900]","[1200, 1209, 1211, 1900, 1906]",[1211],"My thoughts are obviously very much with those who were injured, the family and friends of those who were killed. And as others have said, really, it's impossible to imagine the pain that people are going through right now, particularly London Bridge, a place that was already hit once before as well. I think we've seen the best of human nature and the worst of human nature, as quite often has happened before, in the sense that, you know, we've seen the bravery of the public, the bravery of our emergency services at the same time as we've seen the utter criminality and hatred of whoever perpetrated this particular attack. We don't know much about it yet, but I think as political leaders, we all have a responsibility to ensure that incidents like this don't divide us, that I hope we can come together and show real leadership and promote the compassion and love that is more powerful ultimately than hatred. But on terms of what we should do, Terry talked about the police and he's right that any number of police can't prevent this from happening, but more police numbers would certainly help. I think we need to look again at the PREVENT program because I think we need to make sure that it is enjoying as much confidence as every single community in our country as it can, and I'm not sure right now that it is, and I do believe that staying inside the EU would be a better way of ensuring that we have that security information."
319,1079,"The text discusses the need for investment in public services, which aligns with social welfare policies. There's also a mention of ""having a row about the sectors,"" which could imply a debate about racial equality in public services, hinting at potential discrimination. 

```json",[1300],"[1300, 1305]",[1305],"First of all, I want to say to Penny, decent investment in public services is not political dogma. It's common sense. It's what people want to see. I'm not saying that. I'm saying having a row about the sectors is wrong."
320,1080,"The excerpt discusses housing policy, including VAT on new homes, shared equity schemes, and the impact of interest rates on homeownership.  There is also a mention of the Liberal and Conservative parties' policies on interest rates and their potential impact on inflation.","[100, 1400]","[100, 107, 1400, 1406]",[1406],"What Nick is saying, and we're scratching beneath the surface, now, is there would be VAT on new homes under a Liberal policy. What I think is however right is that we do, as we've done, encourage local authorities to build, and that's why lots of local authorities are again building. But, you know, I think the other thing that matters is what I call shared equity. That is part-rent, part-buy, but it's a housing association, a bank or a building society, working with the owner, and gradually you buy up your house. That's going to be far more popular, particularly for young people in the years to come. The key to all this is low interest rates. We've got to keep interest rates low. We have kept interest rates low even during this recession and have done so for the last few years. I want interest rates low for existing home owners and for people buying their own home. I'm afraid the Liberal and Conservative policies are too big a risk to inflation and to interest rates for the future."
321,1082,"The excerpt discusses immigration and its impact on the economy, suggesting a desire for control over immigration policy.  The speaker explicitly states that they don't want a cut in inward migration because it would damage the economy. This points to a discussion of economic policy and potentially social welfare implications.","[500, 100]","[100, 105, 500, 529]",[529],"First of all, there hasn't been unlimited immigration and it doesn't cut wages. I don't want to see a cut in inward migration because it would damage the economy of my country and one of the reasons I want Scotland to be independent is so we can take these decisions for ourselves rather than having damaging decisions imposed upon us."
322,1093,"The text discusses national service, apprenticeships, and homeownership, all of which fall under the broad categories of social welfare, education, and housing. There are also mentions of government spending and economic opportunity, which relate to macroeconomics.","[1300, 600, 1400, 100]","[100, 105, 600, 602, 1300, 1400, 1401]",[1401],"So, William, actually, on national service, I have two young girls. I'm incredibly excited for them to do it, because I think it'll be transformative for our country. I really do, because it'll provide skills and opportunities for young people that will set them up for the rest of their lives, foster a culture of service in our society, bring people closer together, and contribute to our long-term resilience and security. And actually, everywhere I've been, people have been really positively talking to me about it, and actually parents, more than anyone else, excited about what it will do for their kids. But more broadly, so that's just one thing, right? A couple of days after that, we announced another big policy where I want to provide opportunities for young people, you and everyone else, which is why we're going to curb the investment into rip-off degrees, which let young people down, and take that money and use it to fund 100,000 high-quality apprenticeships, which actually can provide an enormous opportunity for people. And the answer to the question, I think, Ian's first question, wasn't it, Ian? There you are, Ian's daughter, with buying a house. Because when I talk to young people, that's the thing. They want a great job. They want to be able to buy their own home. And what we announced yesterday in the manifesto a couple of days ago is going to make a big difference. Because it's going to mean that it's much easier for young people to get on the housing ladder and buy their first home. So whether it's an amazing apprenticeship, whether it's national service, whether it's buying your own home, actually what you're seeing are bold ideas that will make a big difference and spread opportunity around."
323,1094,"The excerpt discusses raising the minimum wage and apprenticeships, falling under the category of labor and employment. There is also a reference to Nigel Farage's family history and a discussion about immigration control, which touches on civil rights and potentially racial discrimination. 

```json","[500, 200]","[200, 201, 207, 500, 502]","[201, 502, 207]","Well I think the answer to that is to raise the minimum wage, which we're now doing so far, far, far faster than we ever have done before. Train up more apprenticeships, which we're doing on a scale we've never have done before. But Nigel Farage talks about remember history. I mean, the Farage family were foreigners once. What precisely? You are married to a foreigner. Precisely. Let's be open-hearted and generous-spirited. Should we control it? All I'm saying... Should we control it? That's the question."
324,1099,"The excerpt discusses government debt and the impact of spending cuts on vulnerable populations.  There is mention of social welfare programs and the ""bedroom tax,"" which directly relates to social welfare.  There is also a discussion of borrowing for social housing, which falls under the macroeconomics category.","[100, 1300]","[100, 105, 1300, 1302]",[1302],"Thank you. Natalie Bennett. There's been two issues covered here. One is the issue of the debt. And it's worth saying that over the past 100 years, about half of it, Britain ran a higher debt-to-GDP ratio, and no-one worried about it very much. Because the question you have to ask is, why are you borrowing? If you're borrowing, say, to build the new council and homes for social rent that we so desperately need, you know you're going to get a return far into the future if, as we want to, you end right to buy that asset is there for the future, for future generations. And the second point about the nature of the cuts, This has been borne overwhelmingly by the most vulnerable in this society. The bedroom tax. Two-thirds of the households affected by that have at least one disabled person in them. Independent Living Fund. 18,000 of the most disabled people, the most vulnerable people in our society, their support slashed away. We have to be a humane, fair, decent society. We have to support the most vulnerable. Natalie Bennett, thank you. David Cameron."
325,1100,"The excerpt discusses the financial situation of schools, mentioning a proposed funding increase and the inability of some schools to remain open. This points to discussions about public spending and potentially the impact of funding on school operations.

```json","[100, 1300]","[100, 105, 1300, 1302]",[1302],"The schools got up and wanted to give the books and the teachers, so the nine million or billion that you're suggesting that you're giving to schools actually, they can't even stay open at the moment."
326,1101,"The excerpt discusses the potential economic impact of a specific political scenario and mentions the desire to address inequality.  There are references to taxation and economic growth, falling under the macroeconomics category. Additionally, the mention of ""terrible levels of inequality"" points to a discussion of social issues, potentially related to civil rights.","[100, 200]","[100, 105, 200, 201]",[201],"Do you agree with that? I don't think we necessarily would be poorer. I hope that we will retain, as I said, the trade access and I hope also that we will have a Labour government that will be investing in a growing economy in this country and challenging the terrible levels of inequality that exist in this country at the same time."
327,1105,"The excerpt discusses the need for accountability in government, specifically mentioning reducing poverty. It also touches on the democratic process and the role of Parliament.","[1300, 2000]","[1300, 1302, 2000, 2011]","[2011, 1302]","Jeremy Corbyn? I think it's important when people go into an election campaign, they put forward a policy of what they're going to do. They put forward a policy of how they're going to pay for it. And if they don't deliver, then there is a democratic process to deal with that in the future. That is what democracy is about. It's about holding people to account. and holding government to account in Parliament. And I want to see not a weaker, but a stronger House of Commons in the future that holds our government to account to make sure we deliver on the promises of reducing poverty in Britain."
328,1107,"The text focuses on the speaker's past achievements and their plan to improve the country. There are mentions of changing institutions and addressing societal issues, particularly violence against women and girls.","[1200, 2000]","[1200, 1208, 2000, 2011, 2012]","[1208, 2011]","Let me deal with that in terms of the trust issue. I worked in Northern Ireland, as you may or may not know, with others on transforming the police service in Northern Ireland so that it would have the confidence of both communities. I said I'd work on that. I said we would change it. We delivered. I then ran the Crown Prosecution Service, and I said, we need to change to deliver a better outcome, particularly on violence against women and girls. I said it, I did it. I came into the Labour Party, and I said, we got it wrong in 2019, and I'm going to change this party. I've had to be really tough to do that, and I've delivered it. What I'm asking for now is the opportunity to pick our country up, which is as broken as my party was in 2019, and change it for the better so that everybody across the country benefits from that. So my track record is to come in to say I know what the problem is, it may be difficult but I'm going to do it and I've meant when I started as Labour leader most people said it is not possible to get the Labour Party back to a position where it can put a credible proposition before the country. Said it isn't going to happen, you can't do it, Keir. I never believed that. I've delivered that change. I don't think anybody now says this is the same Labour Party as 2019. What I now want, humbly, ask for the opportunity to take a country which I do think has been broken under this government. Is anything better now than it was when they started? To take that opportunity to rebuild our country and take us forward and that's why I came into politics. I was a lawyer doing other things. Is this convincing you?"
329,1111,"The excerpt discusses government borrowing to fund investments, which implies a discussion of national budget and taxation.  The mention of ""higher taxes"" suggests a discussion of taxation policy. There is also a mention of ""interest rates"" which falls under macroeconomic discussion. Finally, the text mentions ""jobs"" which could be interpreted as a reference to racial discrimination in employment.","[100, 200]","[100, 101, 105, 200, 201]","[201, 101]",94 billion of that will come from borrowing and we're not afraid to say that because interest rates are low and if you are investing in assets and in jobs then the money comes back into the Treasury through higher taxes.
330,1114,"The excerpt discusses Brexit, the UK's withdrawal from the European Union. It mentions a ""withdrawal deal"" and the need for trade talks, indicating a focus on international relations and trade policy. There are also mentions of Scotland's desire to remain in the EU, touching on regional autonomy and potentially civil rights.","[1900, 200]","[200, 207, 1900, 1910]",[207],"Nicola Sturgeon... Caroline's right. that point. But can I say, I totally get the frustration. I get that people are, to use a Scottish word, scunnered by this whole thing. And I know I'm in a slightly different position to everybody else here, because I'm the First Minister of a country that voted to remain by an overwhelming majority. And we face being taken out of the European Union against our will. But this get Brexit done is the biggest con of this election. The deal that Boris Johnson has negotiated, I think a bad deal, is only a withdrawal deal. The trade talks haven't started yet. And, you know, if they don't conclude quickly, then we will very soon, next year, face another no-deal cliff edge, and that would be catastrophic."
331,1116,"The text focuses on housing affordability and the Green Party's proposed solutions. This includes mentions of council housing, private housing development regulations, and rent control. These points fall under the categories of ""Planning and Housing Issues"" and ""Social Welfare"".","[1400, 1300]","[1300, 1302, 1400, 1401, 1406]","[1401, 1406, 1302]","That's right. I've been a housing campaigner my whole life. It's something I'm very passionate about. And my God, do we have a housing crisis in this country. When I moved to Bristol about 15 years ago, I rented a one bed flat. The cost of a one bed flat in the 15 years since has doubled. And we can all agree that wages have not doubled in that time. And so, yes, the Green Party does have a plan. There is no one single bullet. There's no panacea. But there are a group of measures that we can do together. That includes creating more homes. We would create 150,000 council homes a year by the end of the next parliament. That's through a mixture of new build and giving councils the powers to buy the supply more easily from the market. It also involves giving councils the ability to make sure that private housing developments deliver the kind of housing we need, the right homes at the right price in the right place, and giving councils the power to keep private rents under control in areas where they're overheated."
332,1120,"The text discusses the government's treatment of vulnerable people, including those with disabilities and those living in poverty. It also mentions the Green Party's stance on taxation, suggesting a desire for higher taxes on corporations.","[1300, 100]","[100, 107, 1300, 1302]",[1302],"I want to come back to Nicola's point because I think the situation that you described Nicola is something that people feel up and down this country you know and for Amber to say that this is a government that actually cares for those most vulnerable I think is downright insulting to the kind of people that I see in my constituency surgery. Letters from a man who can't actually get into the surgery because he hasn't got his mobility scooter and he hasn't had it for six weeks because the DLA payment going on to PIP has now been delayed. He is just stuck there. You know, I think there is just simply not a recognition from this government about the pain that it is inflicting on some of the most vulnerable people in our society. And it is a matter of political choices, because we are the fifth biggest economy in the world. And yet, we are a country that has four million children living in poverty. We are a country where a million food parcels were given out last year. That is just simply quite wrong. And so the Green Party is quite upfront about saying, We would make those with the broadest shoulders pay more. We would reverse the changes in corporation tax, which has allowed Theresa May to come up with this vision of the country as some kind of bargain basement tax haven. Corporations should be paying their way as well."
333,1124,"The text focuses on the importance of listening to diverse groups of people and building consensus as a leadership style. This relates to themes of social cohesion and political representation, falling under the broader category of civil rights and social welfare.

```json","[200, 1300]","[200, 201, 1300, 1302]","[201, 1302]","Trust is something that has to be earned. And as a public representative, you have to listen to the people that elected you in the first place. And you have to listen to people all over the country in all walks of life. I spend a great deal of time traveling around the country listening to people. be they chief executives, workers, people sweeping the street, or the homeless. Everybody you meet knows something you don't know. Leadership is about listening to people, trying to put their ideas into practice, and finally come to a decision in which you can take your country and our society forward. My style of leadership is actually to listen to people and try and bring consensus together in my own party and, obviously, within Parliament because, The issues we face of division in our society do have to be conquered. They're not going to be conquered by diktat, but only by listening and taking us forward that way."
334,1125,"The excerpt discusses attempts to abolish the House of Lords, which falls under the category of political reform and parliamentary operations. It also mentions the Labour party's refusal to support the reform, hinting at inter-party relations.

```json",[2000],"[2000, 2011]",[2011],"And maybe it didn't, but I'm very proud of many of the reforms that we put in place. And we did try to abolish the House of Lords, and Labour refused to vote for it and to make sure that we had the time in Parliament to do it."
